,health,Blacktip Shark,Dolphin,Blackfin Tuna,Black Drum,Black Sea Bass,Bluefish,Bluefin Tuna,Blue Marlin,Blueline Tilefish,Butterfish,Cobia,Croaker,Flounder,Gag Grouper,Gray Triggerfish,Gray Trout,Hammerhead,Hickory Shad
0,3.586683466882033,1.9923387844648925,3.4981403121648973,0.8533057028801321,0.8327367097077303,0.5670991933567652,0.31416867155369754,0.9651030413541795,0.6072615173126527,0.5648357595923554,0.17848314449238478,0.24472950647417624,0.9063393762510021,0.883917473381416,0.551372510940197,0.385239848232768,0.9996198044493602,0.01846335764464202,0.9254210593165864
1,2.4567063521762034,0.8759400048453878,0.8137900642957441,0.19627434330793458,0.6705711501186565,0.27530753964506327,0.8439117061511324,0.9073982488676362,0.043815408707891135,0.5714358186819241,0.453455413769136,0.1248452403928304,0.8075304430200467,0.5181038572959502,0.8290936896672791,0.9868663192617221,0.24350303408487406,0.4012483873496716,0.2781008116061666
2,3.218932647660279,5.431965995528591,5.856243367427011,0.12249126631067775,0.7832839020258938,0.5323794184963858,0.4897958384717277,0.3192833636524238,0.5562651191951539,0.06370775497586456,0.408254316940197,0.6228405489565495,0.06535616578489822,0.307200776873248,0.37522592711464287,0.6307849537923963,0.08500597938938603,0.9680206230644911,0.6036454565777177
3,3.9572677407485264,7.286047277693559,2.118121454881587,0.6391401128892451,0.8973109562100002,0.6781169591298066,0.7314675988339698,0.7661091032011367,0.5234356675801818,0.12768810444090894,0.3495145974489525,0.945030994580187,0.06326374440417204,0.7799749980736095,0.7327709983493845,0.2769137112474871,0.4717101108735985,0.9458809645750392,0.13806932973599428
4,4.396188708302857,4.452311012954362,3.2768017482545133,0.5101007751522397,0.7397237547511679,0.06388418521813644,0.3020583720583928,0.4560814225130694,0.6262491701651984,0.916836211877522,0.5291942137190077,0.6633711678940201,0.2290887628411289,0.6119200975235031,0.691523647500594,0.744240866744627,0.23642999948902754,0.5556577704802734,0.6524781562936339
5,3.7679190671144953,1.570155311326932,2.238285379030409,0.1666952036595465,0.9630640345474251,0.09771484923378904,0.47140417404731016,0.18326923079083624,0.3709985123333477,0.38836271523994403,0.5154369994656636,0.022982927291650856,0.28708445251191095,0.7336329723135306,0.8787066986014562,0.10230193333104409,0.096519776511654,0.06360593064468245,0.8800385635300314
6,4.039922229357447,5.622767573610554,1.113309378573141,0.061488651488852186,0.32951472345280464,0.9944192089347069,0.08781049081171577,0.42576047982385146,0.1421431308630745,0.5620312412307934,0.20343004211387228,0.9112992040171723,0.5289712863420071,0.14684971424577864,0.9590898153310231,0.35074247334118014,0.9048476275879682,0.10757931112597607,0.3675660304276911
7,1.4655185756013034,2.809779276905421,2.667376603161309,0.2140480851255434,0.6655423946335083,0.3087332074629645,0.8616022228396801,0.21701183124001389,0.3502734400441514,0.570805736187365,0.33341283663562693,0.1918708157841984,0.99075836551265,0.5662958552655647,0.17899946789097632,0.09572600638020934,0.0923896005033844,0.30342160837676757,0.46985136492439195
8,3.0651003083817976,3.546703278673951,4.048356206757201,0.6298494730917744,0.8061260146820243,0.8978765555258071,0.37475025655042093,0.9120757923687134,0.2098245470474006,0.5735269685920056,0.8796376168243579,0.02721104192295898,0.018031258993623345,0.5751224352564603,0.9917227618703084,0.034625204354172934,0.2893747234342995,0.48281989667330194,0.302128821271776
9,0.3907786770965793,1.8726656209080366,-1.2801614395694279,0.7667470190442609,0.9366697234815817,0.8931768398351604,0.3955957511989767,0.5346188535158444,0.5840252720938809,0.457064023783301,0.828682576168386,0.6554662570479803,0.22913150770166868,0.24311143090616116,0.9765862721573216,0.5947439920364392,0.0974442616487261,0.36579942597815196,0.26878136379021134
